,id,date,area,price,age,postalCode,district,percent,totalPrice,dateShamsi,usingType,frameType,year,quarter,month,region
4180,16066701,2018-02-24,53.75,3.181395,15,176368,14,100.0,171.0,1396/12/05,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17636.0
5890,16679854,2018-07-29,70.5,8.099291000000001,20,148173,5,100.0,571.0,1397/05/07,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14817.0
1824,16127362,2018-03-11,137.0,18.2,1,19867,1,100.0,2493.4,1396/12/20,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,19867.0
256,16412532,2018-06-02,69.5,4.388489,6,115188,12,100.0,305.0,1397/03/12,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,11518.0
3643,16400635,2018-05-30,102.48,11.797424000000001,1,143473,6,100.0,1209.0,1397/03/09,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,14347.0
1651,15864982,2018-01-04,125.0,4.0,0,165984,4,100.0,500.0,1396/10/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16598.0
891,16224114,2018-04-23,41.84,4.780115,17,167574,6,100.0,200.0,1397/02/03,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,16757.0
4731,16219487,2018-04-22,80.0,5.5,1,134169,9,100.0,440.0,1397/02/02,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13416.0
3509,16476387,2018-06-18,88.06,8.630479,9,14787,5,100.0,760.0,1397/03/28,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14787.0
697,16591252,2018-07-10,117.76,9.485394,16,146163,2,100.0,1117.0,1397/04/19,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,14616.0
1063,16459332,2018-06-13,89.99,6.000667,1,133469,11,100.0,540.0,1397/03/23,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13346.0
6539,16725624,2018-08-07,58.01,4.154456,6,176467,14,100.0,241.0,1397/05/16,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,17646.0
1134,16132480,2018-03-12,95.83,7.930711,8,144373,2,100.0,760.0,1396/12/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14437.0
1784,16070413,2018-02-25,58.6,1.8498290000000002,12,137395,18,100.0,108.4,1396/12/06,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13739.0
2144,16973570,2018-10-10,50.7,6.213018,21,174568,13,100.0,315.0,1397/07/18,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,17456.0
3062,16540974,2018-06-30,88.4,3.959276,42,141971,6,100.0,350.0,1397/04/09,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,14197.0
4733,15918629,2018-01-17,155.0,14.8,0,19787,1,100.0,2294.0,1396/10/27,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,19787.0
2999,16297611,2018-05-10,63.71,6.639460000000001,15,147484,5,100.0,423.0,1397/02/20,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14748.0
3992,17146897,2018-12-03,209.23,30.588348,3,19767,1,100.0,6400.0,1397/09/12,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-12-01,19767.0
3094,16288372,2018-05-08,126.0,6.349206,1,134168,9,100.0,800.0,1397/02/18,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13416.0
4736,16009522,2018-02-09,45.4,4.5154190000000005,19,173995,13,100.0,205.0,1396/11/20,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17399.0
483,16405973,2018-05-31,64.29,4.106393,23,131485,11,100.0,264.0,1397/03/10,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,13148.0
5687,16257844,2018-04-30,84.03,7.616328,9,147364,5,100.0,640.0,1397/02/10,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14736.0
5200,16065719,2018-02-24,68.74,5.74629,15,147767,5,100.0,395.0,1396/12/05,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,14776.0
5955,16408366,2018-06-01,54.96,4.112082,16,115365,12,100.0,226.0,1397/03/11,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,11536.0
4318,17122223,2018-11-26,62.41,17.545265,12,199873,2,100.0,1095.0,1397/09/05,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,19987.0
2505,15914737,2018-01-16,63.0,2.761905,0,134898,10,100.0,174.0,1396/10/26,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13489.0
5957,16862128,2018-09-10,69.17,6.867139,7,165494,4,100.0,475.0,1397/06/19,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16549.0
3084,16497070,2018-06-22,105.72,9.742716999999999,5,143889,6,100.0,1030.0,1397/04/01,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14388.0
5063,16187337,2018-04-13,45.8,3.3842790000000003,10,164163,7,100.0,155.0,1397/01/24,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16416.0
3125,16042741,2018-02-18,130.0,9.246153999999999,0,146981,5,100.0,1202.0,1396/11/29,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14698.0
2603,16187138,2018-04-13,80.57,4.468164,27,167681,8,100.0,360.0,1397/01/24,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,16768.0
2314,15985276,2018-02-03,43.04,2.671933,10,164389,8,100.0,115.0,1396/11/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16438.0
5072,16214119,2018-04-21,86.3,6.581691999999999,12,141195,6,100.0,568.0,1397/02/01,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,14119.0
5753,17138109,2018-12-01,63.28,9.086599,20,147316,5,100.0,575.0,1397/09/10,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,14731.0
159,16835745,2018-09-04,78.92,7.665991,19,148179,5,100.0,605.0,1397/06/13,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14817.0
5397,16768947,2018-08-17,57.08,11.562719,5,148389,5,100.0,660.0,1397/05/26,مسکوني,بدون اسکلت,2018-01-01,2018-07-01,2018-08-01,14838.0
1700,16296228,2018-05-09,63.05,2.8390169999999997,10,134781,10,100.0,179.0,1397/02/19,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13478.0
4321,16022874,2018-02-13,70.78,4.888387000000001,3,177786,15,100.0,346.0,1396/11/24,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,17778.0
1530,16041100,2018-02-17,59.22,4.457953,15,174393,13,100.0,264.0,1396/11/28,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17439.0
3684,15961712,2018-01-28,102.11,8.226422,1,156993,7,100.0,840.0,1396/11/08,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,15699.0
5310,17096569,2018-11-18,80.0,10.625,1,19566,1,100.0,850.0,1397/08/27,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,19566.0
6620,16195118,2018-04-16,73.84,7.6381369999999995,3,147586,5,100.0,564.0,1397/01/27,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,14758.0
387,16185543,2018-04-12,101.19,16.058899,4,199875,2,100.0,1625.0,1397/01/23,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,19987.0
1223,16177265,2018-04-10,88.05,6.519023000000001,3,147671,5,100.0,574.0,1397/01/21,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14767.0
4823,16271121,2018-05-05,51.84,3.7114199999999995,10,163761,7,100.0,192.4,1397/02/15,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16376.0
563,16986528,2018-10-14,100.0,6.55,0,14919,22,100.0,655.0,1397/07/22,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14919.0
6000,16318206,2018-05-14,133.05,8.199925,4,147183,5,100.0,1091.0,1397/02/24,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14718.0
6365,16420929,2018-06-03,85.0,13.5,0,19841,1,100.0,1147.5,1397/03/13,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,19841.0
6240,16272970,2018-05-05,113.0,17.7,0,19979,2,100.0,2000.1,1397/02/15,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19979.0
4777,15899001,2018-01-13,73.0,2.328767,6,136783,17,100.0,170.0,1396/10/23,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,13678.0
2964,16770481,2018-08-18,40.13,4.373287,14,135466,10,100.0,175.5,1397/05/27,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13546.0
6602,16373132,2018-05-26,186.4,11.131974000000001,2,169671,1,100.0,2075.0,1397/03/05,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16967.0
1428,16681596,2018-07-29,104.85,13.299952,12,19716,1,100.0,1394.5,1397/05/07,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,19716.0
5537,16490779,2018-06-20,70.76,6.896552000000001,17,147588,5,100.0,488.0,1397/03/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14758.0
2522,16152733,2018-03-19,53.34,4.068241,11,134478,10,100.0,217.0,1396/12/28,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,13447.0
2746,16636252,2018-07-19,107.12,8.495146,7,174763,13,100.0,910.0,1397/04/28,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,17476.0
978,15959789,2018-01-27,85.64,5.254554,7,145884,2,100.0,450.0,1396/11/07,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,14588.0
279,16855473,2018-09-09,44.01,2.885708,15,119797,12,100.0,127.0,1397/06/18,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,11979.0
6417,16340221,2018-05-19,112.72,1.26102,1,19536,1,10.01,1420.0,1397/02/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19536.0
4080,16324985,2018-05-15,127.77,9.000548,13,147686,5,100.0,1150.0,1397/02/25,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14768.0
2811,16363167,2018-05-23,91.27,8.272160000000001,3,156881,7,100.0,755.0,1397/03/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,15688.0
321,16099782,2018-03-04,90.55,6.593042999999999,3,163561,8,100.0,597.0,1396/12/13,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,16356.0
568,16004160,2018-02-07,67.67,6.5760309999999995,14,146981,5,100.0,445.0,1396/11/18,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14698.0
841,16077942,2018-02-26,70.0,1.4285709999999998,1,179178,15,100.0,100.0,1396/12/07,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,17917.0
228,16945147,2018-10-02,100.0,20.0,0,154484,3,100.0,2000.0,1397/07/10,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,15448.0
6611,16842863,2018-09-05,59.3,4.940978,20,176673,14,100.0,293.0,1397/06/14,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,17667.0
904,15889252,2018-01-10,77.73,7.886272999999999,16,19988,2,100.0,613.0,1396/10/20,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19988.0
4092,16027437,2018-02-14,63.2,5.553797,16,147183,5,100.0,351.0,1396/11/25,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14718.0
4074,17063094,2018-11-06,44.32,3.6101080000000003,3,176876,14,100.0,160.0,1397/08/15,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,17687.0
790,16436038,2018-06-10,60.0,2.25,28,167785,4,100.0,135.0,1397/03/20,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,16778.0
3182,16060396,2018-02-22,95.38,7.968127000000001,1,147799,5,100.0,760.0,1396/12/03,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14779.0
4701,16431358,2018-06-09,73.64,7.944052,22,147576,5,100.0,585.0,1397/03/19,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,14757.0
2376,16324609,2018-05-15,56.76,4.800916,24,164568,8,100.0,272.5,1397/02/25,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16456.0
3440,16531458,2018-06-28,120.46,12.037191,4,19418,3,100.0,1450.0,1397/04/07,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,19418.0
3270,16399843,2018-05-30,94.24,6.281834,6,176685,14,100.0,592.0,1397/03/09,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17668.0
5187,16852889,2018-09-08,79.5,8.993711,17,166784,3,100.0,715.0,1397/06/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,16678.0
5822,16052190,2018-02-20,85.96,6.398325,8,167176,4,100.0,550.0,1396/12/01,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16717.0
1181,16767533,2018-08-16,53.55,5.228758,8,135566,10,100.0,280.0,1397/05/25,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,13556.0
6314,16005622,2018-02-07,53.3,3.2833019999999995,16,131795,11,100.0,175.0,1396/11/18,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,13179.0
77,16487454,2018-06-20,64.67,8.040823,7,145964,2,100.0,520.0,1397/03/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14596.0
3750,17164908,2018-12-09,52.75,8.625592,5,164674,8,100.0,455.0,1397/09/18,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,16467.0
2540,16012865,2018-02-10,60.0,10.4,0,143886,6,100.0,624.0,1396/11/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14388.0
2186,16784096,2018-08-20,115.72,4.8392669999999995,4,117895,12,100.0,560.0,1397/05/29,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,11789.0
530,16612268,2018-07-15,217.43,17.24693,2,19859,1,100.0,3750.0,1397/04/24,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,19859.0
4859,16219239,2018-04-22,81.6,5.02451,9,134184,9,100.0,410.0,1397/02/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13418.0
2919,17077406,2018-11-12,100.15,7.988017999999999,15,141678,6,100.0,800.0,1397/08/21,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,14167.0
2599,16616973,2018-07-16,444.0,24.54955,47,19177,3,100.0,10900.0,1397/04/25,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,19177.0
4061,16105625,2018-03-05,108.0,8.518519,5,169491,1,100.0,920.0,1396/12/14,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,16949.0
5481,16969002,2018-10-09,88.29,9.514101,9,145683,2,100.0,840.0,1397/07/17,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14568.0
2292,16138802,2018-03-14,90.0,9.444444,6,19418,3,100.0,850.0,1396/12/23,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,19418.0
4052,16594302,2018-07-11,111.76,11.247316,12,19518,3,100.0,1257.0,1397/04/20,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,19518.0
1888,16357368,2018-05-22,112.0,8.035714,9,19679,3,100.0,900.0,1397/03/01,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19679.0
6285,16571649,2018-07-05,67.29,5.691782,35,164563,8,100.0,383.0,1397/04/14,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16456.0
1665,16421180,2018-06-03,102.78,12.161899,4,146878,2,100.0,1250.0,1397/03/13,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,14687.0
1302,15889623,2018-01-10,94.0,10.8,0,19339,1,100.0,1015.2,1396/10/20,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19339.0
4691,16661454,2018-07-25,43.19,3.750868,24,163181,7,100.0,162.0,1397/05/03,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16318.0
807,16232753,2018-04-25,93.51,11.228746000000001,1,166665,4,100.0,1050.0,1397/02/05,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,16666.0
5735,15950052,2018-01-24,131.59,6.839425,14,146694,2,100.0,900.0,1396/11/04,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,14669.0
204,17072326,2018-11-11,116.08,9.906961,3,148696,5,100.0,1150.0,1397/08/20,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14869.0
4289,16917164,2018-09-26,81.0,16.91358,0,144894,2,100.0,1370.0,1397/07/04,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14489.0
5393,16418622,2018-06-03,66.09,3.631412,14,115575,12,100.0,240.0,1397/03/13,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,11557.0
427,17081588,2018-11-13,70.0,4.185714,0,117961,12,100.0,293.0,1397/08/22,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,11796.0
3010,16263957,2018-05-02,120.0,7.25,1,173489,13,100.0,870.0,1397/02/12,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,17348.0
3805,15953339,2018-01-25,65.7,4.627093,17,177877,14,100.0,304.0,1396/11/05,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17787.0
5961,15867056,2018-01-05,52.22,5.8,0,158185,6,100.0,302.876,1396/10/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,15818.0
3306,16561615,2018-07-03,47.75,7.748691,8,167679,4,100.0,370.0,1397/04/12,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16767.0
3475,16377678,2018-05-26,58.4,1.3698629999999998,22,136864,17,100.0,80.0,1397/03/05,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,13686.0
4716,15902709,2018-01-14,75.05,3.197868,4,173684,13,100.0,240.0,1396/10/24,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,17368.0
3401,17092597,2018-11-17,66.27,5.9906440000000005,2,134999,9,100.0,397.0,1397/08/26,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,13499.0
100,16738380,2018-08-10,37.56,2.529286,14,137784,18,100.0,95.0,1397/05/19,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13778.0
2823,16186246,2018-04-12,48.85,4.4626410000000005,4,176487,14,100.0,218.0,1397/01/23,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,17648.0
6614,16566346,2018-07-04,147.15,7.475364999999999,11,167583,7,100.0,1100.0,1397/04/13,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,16758.0
255,17074691,2018-11-11,38.82,5.873261,15,131383,11,100.0,228.0,1397/08/20,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,13138.0
1827,16402619,2018-05-30,37.44,3.2051279999999998,6,177583,14,100.0,120.0,1397/03/09,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,17758.0
4843,16745061,2018-08-12,57.81,6.8327279999999995,20,163164,7,100.0,395.0,1397/05/21,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,16316.0
4006,16659233,2018-07-24,48.83,4.136801,10,134867,10,100.0,202.0,1397/05/02,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,13486.0
2009,15977658,2018-02-01,48.5,6.536082,11,14787,5,100.0,317.0,1396/11/12,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14787.0
4120,16506420,2018-06-24,167.0,11.15,0,144474,2,100.0,1862.05,1397/04/03,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14447.0
1546,16869040,2018-09-11,84.04,14.159923999999998,22,147386,5,100.0,1190.0,1397/06/20,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,14738.0
358,16976311,2018-10-10,88.65,10.377891,8,14787,5,100.0,920.0,1397/07/18,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14787.0
6367,15959355,2018-01-27,100.94,6.300773,1,148886,5,100.0,636.0,1396/11/07,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14888.0
2496,16514428,2018-06-25,110.0,8.090909,0,146987,5,100.0,890.0,1397/04/04,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14698.0
6216,16483001,2018-06-19,111.08,8.912495,7,167484,4,100.0,990.0,1397/03/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,16748.0
6694,16206916,2018-04-18,57.8,4.757785,9,134597,10,100.0,275.0,1397/01/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13459.0
148,15910885,2018-01-15,92.08,6.787576,24,155981,7,100.0,625.0,1396/10/25,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,15598.0
3922,16644933,2018-07-22,84.08,7.136061,13,165576,8,100.0,600.0,1397/04/31,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16557.0
4609,16296575,2018-05-09,93.1,4.24275,3,134987,9,100.0,395.0,1397/02/19,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13498.0
1347,16265701,2018-05-03,80.23,2.39312,17,137771,18,100.0,192.0,1397/02/13,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,13777.0
2541,16714789,2018-08-05,93.18,7.1635539999999995,20,147481,5,100.0,667.5,1397/05/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14748.0
5033,15972404,2018-01-31,64.37,2.299208,11,135775,10,100.0,148.0,1396/11/11,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13577.0
1457,16019413,2018-02-12,95.0,7.294737,0,148391,5,100.0,693.0,1396/11/23,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14839.0
6297,16808737,2018-08-28,89.0,2.191011,19,117777,12,100.0,195.0,1397/06/06,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,11777.0
278,16051964,2018-02-19,145.66,6.110119,0,176675,14,100.0,890.0,1396/11/30,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,17667.0
2221,16853125,2018-09-08,75.95,3.5369980000000005,5,179583,15,100.0,268.635,1397/06/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,17958.0
2302,16160636,2018-04-03,46.05,4.9511400000000005,17,173674,13,100.0,228.0,1397/01/14,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17367.0
4576,16217899,2018-04-22,130.0,10.884615,1,19668,3,100.0,1415.0,1397/02/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,19668.0
5382,16715263,2018-08-05,145.11,5.650886,27,13939,5,100.0,820.0,1397/05/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13939.0
4728,16417848,2018-06-03,113.47,14.541288,1,19777,1,100.0,1650.0,1397/03/13,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,19777.0
421,16700936,2018-08-01,113.72,9.998241,22,166884,4,100.0,1137.0,1397/05/10,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,16688.0
5711,16051147,2018-02-19,90.0,4.54,0,165963,4,100.0,408.6,1396/11/30,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16596.0
6313,16262602,2018-05-01,101.75,8.599509,21,19346,1,100.0,875.0,1397/02/11,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,19346.0
3338,16677238,2018-07-28,53.5,5.420561,1,176489,15,100.0,290.0,1397/05/06,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,17648.0
3256,16829838,2018-09-02,240.0,6.5625,0,17876,15,100.0,1575.0,1397/06/11,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,17876.0
1617,16614431,2018-07-15,95.0,9.789474,0,145683,2,100.0,930.0,1397/04/24,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14568.0
3453,17145505,2018-12-03,82.83,11.590003999999999,10,148369,5,100.0,960.0,1397/09/12,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,14836.0
1425,16423535,2018-06-05,58.0,4.051724,0,134897,10,100.0,235.0,1397/03/15,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13489.0
2731,15940041,2018-01-22,57.07,6.483266,3,158481,2,100.0,370.0,1396/11/02,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,15848.0
4673,16837203,2018-09-04,67.99,4.780115,6,177561,14,100.0,325.0,1397/06/13,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,17756.0
529,16690609,2018-07-31,72.0,7.013889,18,147794,5,100.0,505.0,1397/05/09,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14779.0
4257,15855944,2018-01-02,90.0,6.9,0,145576,2,100.0,621.0,1396/10/12,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14557.0
